Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,INSDC_center_alias,strain,AssemblyName,ena_checklist,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),specific_host,Collection_Date,host_health_state,supplier_name,Collection_year,pmid,scientific_name,tax_id,sample_description,Country,type-material
ERR133808,WGS,200,1408562200,PRJEB2138,SAMEA1403908,864959641,SC,public,"bam,sra","ncbi,gs,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",2012-06-06,2018-11-16,ERX109826,Illumina HiSeq 2000,4683816,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403908,ERP000192,0131T-sc-2012-02-09T18:55:29Z-1355141,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:55:46Z,public,ERS094097,ERS094097,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0131T,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133809,WGS,200,1455817400,PRJEB2138,SAMEA1403914,896439289,SC,public,"bam,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",2012-06-06,2018-11-16,ERX109827,Illumina HiSeq 2000,4683817,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403914,ERP000192,0132V-sc-2012-02-09T18:55:29Z-1355142,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T11:52:51Z,public,ERS094098,ERS094098,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0132V,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133810,WGS,200,1205669000,PRJEB2138,SAMEA1403924,743372344,SC,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,gs.US,ncbi.public,ena",2012-06-06,2018-11-16,ERX109828,Illumina HiSeq 2000,4683818,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403924,ERP000192,0133W-sc-2012-02-09T18:55:30Z-1355143,Wellcome Sanger Institute,2012-06-06T13:42:25Z,2018-03-09T09:56:00Z,public,ERS094099,ERS094099,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0133W,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133811,WGS,200,1403566600,PRJEB2138,SAMEA1403668,863290042,SC,public,"bam,sra","ena,gs,s3,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",2012-06-06,2018-11-16,ERX109829,Illumina HiSeq 2000,4683819,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403668,ERP000192,0137A-sc-2012-02-09T18:55:31Z-1355144,Wellcome Sanger Institute,2012-06-06T13:42:23Z,2018-03-09T09:55:46Z,public,ERS094100,ERS094100,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0137A,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133812,WGS,200,524447000,PRJEB2138,SAMEA1403655,323268301,SC,public,"bam,sra","s3,ncbi,ena,gs","ncbi.public,gs.US,ena,s3.us-east-1",2012-06-06,2018-11-16,ERX109830,Illumina HiSeq 2000,4683820,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403655,ERP000192,0138B-sc-2012-02-09T18:55:31Z-1355145,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:56:00Z,public,ERS094101,ERS094101,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0138B,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133813,WGS,200,1400104400,PRJEB2138,SAMEA1403624,858846230,SC,public,"bam,sra","s3,ncbi,gs,ena","ncbi.public,gs.US,s3.us-east-1,ena",2012-06-06,2018-11-16,ERX109831,Illumina HiSeq 2000,4683821,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403624,ERP000192,0139C-sc-2012-02-09T18:55:33Z-1355146,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T11:52:51Z,public,ERS094102,ERS094102,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0139C,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133814,WGS,200,590110000,PRJEB2138,SAMEA1403620,364105144,SC,public,"bam,sra","s3,ncbi,gs,ena","ena,ncbi.public,s3.us-east-1,gs.US",2012-06-06,2018-11-16,ERX109832,Illumina HiSeq 2000,4683822,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403620,ERP000192,0149N-sc-2012-02-09T18:55:33Z-1355147,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:55:46Z,public,ERS094103,ERS094103,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0149N,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133815,WGS,200,1160547000,PRJEB2138,SAMEA1403641,715916522,SC,public,"bam,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",2012-06-06,2018-11-16,ERX109833,Illumina HiSeq 2000,4683823,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403641,ERP000192,0153S-sc-2012-02-09T18:55:34Z-1355148,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:56:00Z,public,ERS094104,ERS094104,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0153S,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133816,WGS,200,671449200,PRJEB2138,SAMEA1403634,511528639,SC,public,"bam,sra","ena,gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",2012-06-06,2018-11-16,ERX109834,Illumina HiSeq 2000,4683824,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403634,ERP000192,0160A-sc-2012-02-09T18:55:35Z-1355149,Wellcome Sanger Institute,2012-06-06T13:42:25Z,2018-03-09T09:56:00Z,public,ERS094105,ERS094105,Mycobacterium tuberculosis,SC,0160A,GCA_000195955.1,,,,,,,,,,,,,,,
ERR133817,WGS,200,561123600,PRJEB2138,SAMEA1403629,343316809,SC,public,"bam,sra","s3,ena,ncbi,gs","gs.US,s3.us-east-1,ena,ncbi.public",2012-06-06,2018-11-16,ERX109835,Illumina HiSeq 2000,4683825,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403629,ERP000192,0174Q-sc-2012-02-09T18:55:36Z-1355150,Wellcome Sanger Institute,2012-06-06T13:42:23Z,2018-03-09T09:55:46Z,public,ERS094106,ERS094106,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0174Q,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133818,WGS,200,591869800,PRJEB2138,SAMEA1403594,364143965,SC,public,"sra,bam","ncbi,gs,s3,ena","ncbi.public,gs.US,ena,s3.us-east-1",2012-06-06,2018-11-16,ERX109836,Illumina HiSeq 2000,4683826,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403594,ERP000192,0197Q-sc-2012-02-09T18:55:36Z-1355151,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:56:00Z,public,ERS094107,ERS094107,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0197Q,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133819,WGS,200,704484600,PRJEB2138,SAMEA1403588,432012169,SC,public,"bam,sra","ena,s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,ena",2012-06-06,2018-11-16,ERX109837,Illumina HiSeq 2000,4683827,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403588,ERP000192,0200T-sc-2012-02-09T18:55:37Z-1355152,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T11:52:51Z,public,ERS094108,ERS094108,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0200T,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133820,WGS,200,792070400,PRJEB2138,SAMEA1403608,487253383,SC,public,"sra,bam","ena,s3,gs,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",2012-06-06,2018-11-16,ERX109838,Illumina HiSeq 2000,4683828,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403608,ERP000192,0228Z-sc-2012-02-09T18:55:38Z-1355153,Wellcome Sanger Institute,2012-06-06T13:42:23Z,2018-03-09T10:03:50Z,public,ERS094109,ERS094109,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0228Z,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133821,WGS,200,2047772400,PRJEB2138,SAMEA1403994,1261102108,SC,public,"sra,bam","ncbi,s3,gs,ena","s3.us-east-1,ena,gs.US,ncbi.public",2012-06-06,2018-11-16,ERX109839,Illumina HiSeq 2000,4683829,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403994,ERP000192,0234F-sc-2012-02-09T18:55:39Z-1355154,Wellcome Sanger Institute,2012-06-06T13:42:23Z,2018-03-09T09:55:40Z,public,ERS094110,ERS094110,Mycobacterium tuberculosis,SC,0234F,GCA_000195955.1,,,,,,,,,,,,,,,
ERR133822,WGS,200,698996600,PRJEB2138,SAMEA1403993,430359449,SC,public,"sra,bam","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,gs.US,ena",2012-06-06,2018-11-16,ERX109840,Illumina HiSeq 2000,4683830,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403993,ERP000192,0235G-sc-2012-02-09T18:55:39Z-1355155,Wellcome Sanger Institute,2012-06-06T13:42:23Z,2018-03-09T09:55:40Z,public,ERS094111,ERS094111,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0235G,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133823,WGS,200,1495745400,PRJEB2138,SAMEA1403962,922506659,SC,public,"sra,bam","s3,ncbi,gs,ena","s3.us-east-1,ncbi.public,ena,gs.US",2012-06-06,2018-11-16,ERX109841,Illumina HiSeq 2000,4683831,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403962,ERP000192,0236H-sc-2012-02-09T18:55:40Z-1355156,Wellcome Sanger Institute,2012-06-06T13:42:23Z,2018-03-09T09:55:46Z,public,ERS094112,ERS094112,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0236H,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133824,WGS,200,469942000,PRJEB2138,SAMEA1403971,288615912,SC,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",2012-06-06,2018-11-16,ERX109842,Illumina HiSeq 2000,4683832,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403971,ERP000192,0251Z-sc-2012-02-09T18:55:41Z-1355157,Wellcome Sanger Institute,2012-06-06T13:42:25Z,2018-03-09T11:52:51Z,public,ERS094113,ERS094113,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0251Z,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133825,WGS,200,566379800,PRJEB2138,SAMEA1403881,454264855,SC,public,"bam,sra","ncbi,gs,ena,s3","ncbi.public,gs.US,ena,s3.us-east-1",2012-06-06,2018-11-16,ERX109843,Illumina HiSeq 2000,4683833,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403881,ERP000192,0254C-sc-2012-02-09T18:55:41Z-1355158,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:55:40Z,public,ERS094114,ERS094114,Mycobacterium tuberculosis,SC,0254C,GCA_000195955.1,,,,,,,,,,,,,,,
ERR133826,WGS,200,587203600,PRJEB2138,SAMEA1403871,361224130,SC,public,"bam,sra","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",2012-06-06,2018-11-16,ERX109844,Illumina HiSeq 2000,4683834,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403871,ERP000192,0255D-sc-2012-02-09T18:55:42Z-1355159,Wellcome Sanger Institute,2012-06-06T13:42:25Z,2018-03-09T09:55:46Z,public,ERS094115,ERS094115,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0255D,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133827,WGS,200,471390800,PRJEB2138,SAMEA1403861,290406974,SC,public,"bam,sra","s3,gs,ncbi,ena","gs.US,ncbi.public,s3.us-east-1,ena",2012-06-06,2018-11-16,ERX109845,Illumina HiSeq 2000,4683835,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403861,ERP000192,0259H-sc-2012-02-09T18:55:43Z-1355160,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:55:40Z,public,ERS094116,ERS094116,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0259H,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133828,WGS,200,622690400,PRJEB2138,SAMEA1403866,382732360,SC,public,"bam,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",2012-06-06,2018-11-16,ERX109846,Illumina HiSeq 2000,4683836,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403866,ERP000192,0262L-sc-2012-02-09T18:55:44Z-1355161,Wellcome Sanger Institute,2012-06-06T13:42:25Z,2018-03-09T09:55:40Z,public,ERS094117,ERS094117,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0262L,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133829,WGS,200,523824400,PRJEB2138,SAMEA1403853,322927903,SC,public,"bam,sra","gs,ncbi,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",2012-06-06,2018-11-16,ERX109847,Illumina HiSeq 2000,4683837,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403853,ERP000192,0268S-sc-2012-02-09T18:55:44Z-1355162,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T11:52:51Z,public,ERS094118,ERS094118,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0268S,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133830,WGS,200,470151800,PRJEB2138,SAMEA1403925,287934042,SC,public,"bam,sra","s3,ncbi,gs,ena","gs.US,s3.us-east-1,ncbi.public,ena",2012-06-06,2018-11-16,ERX109848,Illumina HiSeq 2000,4683838,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403925,ERP000192,0269T-sc-2012-02-09T18:55:45Z-1355163,Wellcome Sanger Institute,2012-06-06T13:42:25Z,2018-03-09T09:55:40Z,public,ERS094119,ERS094119,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0269T,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133831,WGS,200,613212800,PRJEB2138,SAMEA1403792,378836180,SC,public,"sra,bam","gs,ena,s3,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",2012-06-06,2018-11-16,ERX109849,Illumina HiSeq 2000,4683839,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403792,ERP000192,0273Y-sc-2012-02-09T18:55:45Z-1355164,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:55:40Z,public,ERS094120,ERS094120,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0273Y,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133832,WGS,200,1437887200,PRJEB2138,SAMEA1403679,884890464,SC,public,"sra,bam","ncbi,ena,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",2012-06-06,2018-11-16,ERX109850,Illumina HiSeq 2000,4683840,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403679,ERP000192,0275A-sc-2012-02-09T18:55:46Z-1355165,Wellcome Sanger Institute,2012-06-06T13:42:24Z,2018-03-09T09:55:46Z,public,ERS094121,ERS094121,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0275A,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
ERR133833,WGS,200,1270268000,PRJEB2138,SAMEA1403677,781867885,SC,public,"bam,sra","ena,gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",2012-06-06,2018-11-16,ERX109851,Illumina HiSeq 2000,4683841,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403677,ERP000192,0277C-sc-2012-02-09T18:55:47Z-1355166,Wellcome Sanger Institute,2012-06-06T13:42:25Z,2018-03-09T11:52:51Z,public,ERS094122,ERS094122,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,0277C,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2008,disease,,,,,,,,
