Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_name,SRA_accession,Title,INSDC_center_alias,strain,AssemblyName,ENA_checklist,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),specific_host,collection_date,host_health_state,supplier_name,collection_year,pmid,Scientific_Name,Tax_ID,sample_description,country,type-material
ERR017787,WGS,115,203498940,PRJEB2138,SAMEA837965,126218413,SC,public,"sra,srf","gs,ena,s3,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-08-31,2018-11-16,ERX2008800,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837965,ERP000192,M08_14329-sc-2010-05-07-4884,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009096,ERS009096,Mycobacterium tuberculosis,SC,06_01971,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR017788,WGS,115,277020165,PRJEB2138,SAMEA837959,171925777,SC,public,"srf,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",2010-08-31,2018-11-16,ERX2008801,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837959,ERP000192,M08_14337-sc-2010-05-07-4883,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:16Z,public,ERS009095,ERS009095,M08_14337-sc-2010-05-07-4883,SC,08_00483,,,,,,,,,,,,,,,Estonia,
ERR017789,WGS,115,137298270,PRJEB2138,SAMEA837961,85500192,SC,public,"srf,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",2010-08-31,2018-11-16,ERX2008802,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837961,ERP000192,M08_14310-sc-2010-05-07-4882,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009094,ERS009094,Mycobacterium tuberculosis,SC,05_06899,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR017790,WGS,115,27302840,PRJEB2138,SAMN00009845,17278100,SC,public,"srf,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",2010-08-31,2018-11-16,ERX006695,Illumina Genome Analyzer II,SamaraTB-batch1-group2 1,PAIRED,RANDOM,GENOMIC,human gut metagenome,ILLUMINA,2011-03-18T00:00:00Z,unidentified,ERP000192,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR017791,WGS,115,130190465,PRJEB2138,SAMEA837967,81024744,SC,public,"sra,srf","ena,gs,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.US",2010-08-31,2018-11-16,ERX2008782,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837967,ERP000192,M08_14303-sc-2010-05-07-4879,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009091,ERS009091,Mycobacterium tuberculosis,SC,08_14303,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR017792,WGS,115,191636575,PRJEB2138,SAMEA837980,117043099,SC,public,"srf,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",2010-08-31,2018-11-16,ERX2008791,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837980,ERP000192,M06_01518-sc-2010-05-07-4869,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009081,ERS009081,Mycobacterium bovis,SC,06_01518,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR017793,WGS,115,186054590,PRJEB2138,SAMEA837969,114138821,SC,public,"srf,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",2010-08-31,2018-11-16,ERX2008792,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837969,ERP000192,M08_14300-sc-2010-05-07-4878,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T10:03:12Z,public,ERS009090,ERS009090,Mycobacterium tuberculosis,SC,08_14300,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR017794,WGS,115,282912075,PRJEB2138,SAMEA838009,172037654,SC,public,"srf,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2010-08-31,2018-11-16,ERX2008793,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838009,ERP000192,M05_04575-sc-2010-05-07-4891,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:16Z,public,ERS009103,ERS009103,Mycobacterium tuberculosis,SC,05_04575,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR017795,WGS,115,135936210,PRJEB2138,SAMEA838036,83425714,SC,public,"sra,srf","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",2010-08-31,2018-11-16,ERX2008783,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838036,ERP000192,M05_12834-sc-2010-05-07-4871,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009083,ERS009083,Mycobacterium tuberculosis,SC,05_12834,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR017796,WGS,115,323567565,PRJEB2138,SAMEA838032,200582327,SC,public,"sra,srf","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",2010-08-31,2018-11-16,ERX2008784,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838032,ERP000192,M06_01909-sc-2010-05-07-4873,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009085,ERS009085,Mycobacterium tuberculosis,SC,06_01909,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR017797,WGS,115,570665765,PRJEB2138,SAMEA838026,349783642,SC,public,"sra,srf","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2010-08-31,2018-11-16,ERX2008785,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838026,ERP000192,M06_02537-sc-2010-05-07-4874,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:15Z,public,ERS009086,ERS009086,Mycobacterium tuberculosis,SC,06_02537,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR017798,WGS,115,188661410,PRJEB2138,SAMEA837957,116074429,SC,public,"srf,sra","ena,gs,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",2010-08-31,2018-11-16,ERX2008786,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant africanum,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837957,ERP000192,M05_10091-sc-2010-05-07-4875,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009087,ERS009087,Mycobacterium africanum,SC,05_10091,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR017799,WGS,115,100839245,PRJEB2138,SAMEA837901,63541833,SC,public,"sra,srf","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",2010-08-31,2018-11-16,ERX2008787,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis H37Rv,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837901,ERP000192,H37Rv-sc-2010-05-07-4876,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:16Z,public,ERS009088,ERS009088,Mycobacterium tuberculosis,SC,H37Rv,,,,,,,,,,,,,,,,type strain of Mycobacterium tuberculosis
ERR017800,WGS,115,264734485,PRJEB2138,SAMEA838047,160886867,SC,public,"srf,sra","ena,s3,gs,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",2010-08-31,2018-11-16,ERX2008788,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838047,ERP000192,M08_14304-sc-2010-05-07-4877,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T10:03:12Z,public,ERS009089,ERS009089,Mycobacterium tuberculosis,SC,08_14304,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR017801,WGS,115,301212140,PRJEB2138,SAMEA838030,185929807,SC,public,"sra,srf","ena,gs,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",2010-08-31,2018-11-16,ERX2008789,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838030,ERP000192,M05_11459-sc-2010-05-07-4872,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009084,ERS009084,Mycobacterium tuberculosis,SC,05_11459,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR017802,WGS,115,172018955,PRJEB2138,SAMEA838052,104990175,SC,public,"sra,srf","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-08-31,2018-11-16,ERX2008790,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838052,ERP000192,M05_04354-sc-2010-05-07-4870,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009082,ERS009082,Mycobacterium tuberculosis,SC,05_04354,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019550,WGS,115,9409300,PRJEB2138,SAMN00009845,6234188,SC,public,"sra,srf","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX007947,Illumina Genome Analyzer II,SamaraTB B2 P3,PAIRED,RANDOM,GENOMIC,human gut metagenome,ILLUMINA,2011-03-18T00:00:00Z,unidentified,ERP000192,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR019551,WGS,115,24188065,PRJEB2138,SAMEA838007,12960855,SC,public,"srf,sra","ncbi,s3,ena,gs","ena,gs.US,s3.us-east-1,ncbi.public",2010-09-24,2018-11-16,ERX2009128,Illumina Genome Analyzer II,NT204342N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838007,ERP000192,M08_14350-sc-2010-05-07-7043,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009104,ERS009104,Mycobacterium tuberculosis,SC,08_14350,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019552,WGS,115,114390385,PRJEB2138,SAMEA838046,60659056,SC,public,"sra,srf","gs,s3,ena,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",2010-09-24,2018-11-16,ERX2009137,Illumina Genome Analyzer II,NT204351O,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838046,ERP000192,M08_14546-sc-2010-05-07-7045,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009106,ERS009106,Mycobacterium tuberculosis,SC,08_14546,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019553,WGS,115,105960310,PRJEB2138,SAMEA838006,57345496,SC,public,"sra,srf","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009138,Illumina Genome Analyzer II,NT204352P,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838006,ERP000192,M08_14354-sc-2010-05-07-7044,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009105,ERS009105,Mycobacterium tuberculosis,SC,08_14354,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019555,WGS,115,93200025,PRJEB2138,SAMEA837922,49603752,SC,public,"sra,srf","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009129,Illumina Genome Analyzer II,NT204343O,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837922,ERP000192,M08_14522-sc-2010-05-07-7053,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:53:16Z,public,ERS009114,ERS009114,Mycobacterium tuberculosis,SC,08_14522,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019556,WGS,115,92016330,PRJEB2138,SAMEA837919,48871956,SC,public,"sra,srf","gs,s3,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009130,Illumina Genome Analyzer II,NT204344P,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837919,ERP000192,M08_14493-sc-2010-05-07-7052,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009113,ERS009113,Mycobacterium tuberculosis,SC,08_14493,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019557,WGS,115,53675100,PRJEB2138,SAMEA837916,28576314,SC,public,"srf,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",2010-09-24,2018-11-16,ERX2009131,Illumina Genome Analyzer II,NT204345Q,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837916,ERP000192,M08_14487-sc-2010-05-07-7051,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009112,ERS009112,Mycobacterium tuberculosis,SC,08_14487,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019558,WGS,115,101570760,PRJEB2138,SAMEA837913,53928596,SC,public,"sra,srf","s3,ena,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009132,Illumina Genome Analyzer II,NT204346R,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837913,ERP000192,M08_14477-sc-2010-05-07-7050,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009111,ERS009111,Mycobacterium tuberculosis,SC,08_14477,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019559,WGS,115,95573395,PRJEB2138,SAMEA837910,50778306,SC,public,"sra,srf","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009133,Illumina Genome Analyzer II,NT204347S,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837910,ERP000192,M08_14471-sc-2010-05-07-7049,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009110,ERS009110,Mycobacterium tuberculosis,SC,08_14471,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019560,WGS,115,45235250,PRJEB2138,SAMEA838022,24147032,SC,public,"sra,srf","s3,ena,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009134,Illumina Genome Analyzer II,NT204348T,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838022,ERP000192,M08_14387-sc-2010-05-07-7048,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009109,ERS009109,Mycobacterium tuberculosis,SC,M08/14387,,,,,,,,,,,,,,,,
ERR019561,WGS,115,52332360,PRJEB2138,SAMEA838024,27848435,SC,public,"sra,srf","s3,ena,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009135,Illumina Genome Analyzer II,NT204349U,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838024,ERP000192,M08_14357-sc-2010-05-07-7047,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009108,ERS009108,Mycobacterium tuberculosis,SC,M08/14357,,,,,,,,,,,,,,,,
ERR019562,WGS,115,126377180,PRJEB2138,SAMEA838053,67395711,SC,public,"srf,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009136,Illumina Genome Analyzer II,NT204350N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838053,ERP000192,M08_14556-sc-2010-05-07-7046,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009107,ERS009107,Mycobacterium tuberculosis,SC,08_14556,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019563,WGS,115,29699095,PRJEB2138,SAMN00009845,19345474,SC,public,"srf,sra","ena,s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",2010-09-24,2018-11-16,ERX007948,Illumina Genome Analyzer II,SamaraTB B2 P4,PAIRED,RANDOM,GENOMIC,human gut metagenome,ILLUMINA,2011-03-18T00:00:00Z,unidentified,ERP000192,,,,,,,,,,,,,,,,,,,,,,,,,,
