  0.00	1	1	S1	487521	                      Mycobacterium intracellulare ATCC 13950
  0.00	1	1	S	1138383	                    Mycobacterium paraintracellulare
  0.01	159	159	S	169765	                  Mycobacterium lacus
  0.00	108	108	S	2094119	                  Mycobacterium basiliense
  0.00	98	3	G1	2642494	                  unclassified Mycobacterium
  0.00	27	27	S	212767	                    Mycobacterium sp. JS623
  0.00	16	16	S	2041046	                    Mycobacterium sp. 3/86Rv
  0.00	15	15	S	1545728	                    Mycobacterium sp. EPa45
  0.00	11	11	S	2487344	                    Mycobacterium sp. DL90
  0.00	7	7	S	1682113	                    Mycobacterium sp. YC-RL4
  0.00	7	7	S	1936029	                    Mycobacterium sp. MS1601
  0.00	6	6	S	1547487	                    Mycobacterium sp. ELW1
  0.00	2	2	S	2587868	                    Mycobacterium sp. THAF192
  0.00	1	1	S	189918	                    Mycobacterium sp. KMS
  0.00	1	1	S	1168287	                    Mycobacterium sp. MOTT36Y
  0.00	1	1	S	1920667	                    Mycobacterium sp. WY10
  0.00	1	1	S	2051552	                    Mycobacterium sp. PYR15
  0.00	98	98	S	1768	                  Mycobacterium kansasii
  0.00	57	0	S	29311	                  Mycobacterium haemophilum
  0.00	57	57	S1	1202450	                    Mycobacterium haemophilum DSM 44634
  0.00	47	47	S	1389713	                  Mycobacterium paragordonae
  0.00	45	45	S	44010	                  Mycobacterium conspicuum
  0.00	31	31	S	43348	                  Mycobacterium branderi
  0.00	28	28	S	1789	                  Mycobacterium xenopi
  0.00	24	24	S	459858	                  Mycobacterium noviomagense
  0.00	19	19	S	386911	                  Mycobacterium seoulense
  0.00	18	18	S	1769	                  Mycobacterium leprae
  0.00	16	16	S	1775	                  Mycobacterium cookii
  0.00	15	6	S	1809	                  Mycobacterium ulcerans
  0.00	9	9	S1	1124626	                    Mycobacterium ulcerans subsp. shinshuense
  0.00	15	15	S	590652	                  Mycobacterium paraseoulense
  0.00	14	14	S	482462	                  Mycobacterium dioxanotrophicus
  0.00	13	12	S	1781	                  Mycobacterium marinum
  0.00	1	1	S1	216594	                    Mycobacterium marinum M
  0.00	8	8	S	1552759	                  Mycobacterium grossiae
  0.00	4	4	S	39689	                  Mycobacterium gallinarum
  0.00	1	0	S	261524	                  Mycobacterium liflandii
  0.00	1	1	S1	459424	                    Mycobacterium liflandii 128FXT
  0.00	61	7	G	1866885	                Mycolicibacterium
  0.00	8	8	S	1766	                  Mycolicibacterium fortuitum
  0.00	4	4	S	53462	                  Mycolicibacterium mageritense
  0.00	4	4	S	1797	                  Mycolicibacterium thermoresistibile
  0.00	3	0	S	110539	                  Mycolicibacterium vanbaalenii
  0.00	3	3	S1	350058	                    Mycolicibacterium vanbaalenii PYR-1
  0.00	3	3	S	67081	                  Mycolicibacterium alvei
  0.00	3	3	S	1793	                  Mycolicibacterium fallax
  0.00	3	3	S	36813	                  Mycolicibacterium pulveris
  0.00	2	0	S	46351	                  Mycolicibacterium hassiacum
  0.00	2	2	S1	1122247	                    Mycolicibacterium hassiacum DSM 44199
  0.00	2	2	S	1534349	                  Mycolicibacterium helvum
  0.00	2	2	S	216929	                  Mycolicibacterium psychrotolerans
  0.00	2	2	S	39691	                  Mycolicibacterium moriokaense
  0.00	2	1	S	1772	                  Mycolicibacterium smegmatis
  0.00	1	1	S1	1214915	                    Mycolicibacterium smegmatis MKD8
  0.00	2	2	S	1791	                  Mycolicibacterium aurum
  0.00	1	1	S	1794	                  Mycolicibacterium gadium
  0.00	1	1	S	319707	                  Mycolicibacterium aubagnense
  0.00	1	1	S	212765	                  Mycolicibacterium madagascariense
  0.00	1	1	S	146017	                  Mycolicibacterium boenickei
  0.00	1	1	S	444597	                  Mycolicibacterium insubricum
  0.00	1	1	S	1804	                  Mycolicibacterium gilvum
  0.00	1	1	S	1792	                  Mycolicibacterium chitae
  0.00	1	1	S	39695	                  Mycolicibacterium tokaiense
  0.00	1	1	S	39694	                  Mycolicibacterium poriferae
  0.00	1	1	S	1286180	                  Mycolicibacterium sediminis
  0.00	1	1	S	1799	                  Mycolicibacterium aichiense
  0.00	1	0	S	36814	                  Mycolicibacterium rhodesiae
  0.00	1	1	S1	710685	                    Mycolicibacterium rhodesiae NBB3
  0.00	1	1	S	1431246	                  Mycolicibacterium anyangense
  0.00	1	1	S	1534348	                  Mycolicibacterium sarraceniae
  0.00	5	1	G	1073531	                Mycolicibacter
  0.00	2	2	S	1788	                  Mycolicibacter terrae
  0.00	1	1	S	875328	                  Mycolicibacter sinensis
  0.00	1	1	S	1118379	                  Mycolicibacter minnesotensis
  0.00	2	0	G	670516	                Mycobacteroides
  0.00	1	0	S	1774	                  Mycobacteroides chelonae
  0.00	1	1	S1	2480908	                    [Mycobacterium] chelonae subsp. gwanakae
  0.00	1	1	S	36809	                  Mycobacteroides abscessus
  0.00	1	0	G	697025	                Hoyosella
  0.00	1	0	S	639313	                  Hoyosella subflava
  0.00	1	1	S1	443218	                    Hoyosella subflava DQS3-9A1
  0.00	1	0	G	2126281	                Mycolicibacillus
  0.00	1	1	S	1069220	                  Mycolicibacillus koreensis
  0.00	17	0	F	85025	              Nocardiaceae
  0.00	10	6	G	1827	                Rhodococcus
  0.00	2	1	G1	192944	                  unclassified Rhodococcus
  0.00	1	1	S	1807790	                    Rhodococcus sp. BH4
  0.00	1	1	S	43767	                  Rhodococcus hoagii
  0.00	1	1	S	334542	                  Rhodococcus qingshengii
  0.00	7	1	G	1817	                Nocardia
  0.00	2	2	S	37326	                  Nocardia brasiliensis
  0.00	1	1	S	1824	                  Nocardia asteroides
  0.00	1	1	S	37329	                  Nocardia farcinica
  0.00	1	0	S	37330	                  Nocardia nova
  0.00	1	1	S1	1415166	                    Nocardia nova SH22a
  0.00	1	1	S	135487	                  Nocardia cyriacigeorgica
  0.00	11	0	F	1653	              Corynebacteriaceae
  0.00	11	1	G	1716	                Corynebacterium
  0.00	2	2	S	401472	                  Corynebacterium ureicelerivorans
  0.00	1	0	G1	2624378	                  unclassified Corynebacterium
  0.00	1	1	S	2599641	                    Corynebacterium sp. sy039
  0.00	1	0	S	169292	                  Corynebacterium aurimucosum
  0.00	1	1	S1	548476	                    Corynebacterium aurimucosum ATCC 700975
  0.00	1	0	S	191493	                  Corynebacterium sphenisci
  0.00	1	1	S1	1437874	                    Corynebacterium sphenisci DSM 44792
  0.00	1	0	S	258224	                  Corynebacterium resistens
  0.00	1	1	S1	662755	                    Corynebacterium resistens DSM 45100
  0.00	1	0	S	89154	                  Corynebacterium terpenotabidum
  0.00	1	1	S1	1200352	                    Corynebacterium terpenotabidum Y-11
  0.00	1	0	S	1032851	                  Corynebacterium nuruki
  0.00	1	1	S1	863239	                    Corynebacterium nuruki S6-4
  0.00	1	1	S	38289	                  Corynebacterium jeikeium
  0.00	1	1	S	1725	                  Corynebacterium xerosis
  0.00	3	0	F	85026	              Gordoniaceae
  0.00	3	1	G	2053	                Gordonia
  0.00	1	1	S	36822	                  Gordonia rubripertincta
  0.00	1	0	S	84595	                  Gordonia polyisoprenivorans
  0.00	1	1	S1	1112204	                    Gordonia polyisoprenivorans VH2
  0.00	1	0	F	85028	              Tsukamurellaceae
  0.00	1	0	G	2060	                Tsukamurella
  0.00	1	0	S	2061	                  Tsukamurella paurometabola
  0.00	1	1	S1	521096	                    Tsukamurella paurometabola DSM 20162
  0.00	1	0	F	85029	              Dietziaceae
  0.00	1	0	G	37914	                Dietzia
  0.00	1	1	G1	2617939	                  unclassified Dietzia
  0.00	45	0	O	85011	            Streptomycetales
  0.00	45	0	F	2062	              Streptomycetaceae
  0.00	45	3	G	1883	                Streptomyces
  0.00	29	29	S	1690221	                  Streptomyces spongiicola
  0.00	8	0	G1	2593676	                  unclassified Streptomyces
  0.00	1	1	S	1442032	                    Streptomyces sp. Z022
  0.00	1	1	S	2695266	                    Streptomyces sp. HM190
  0.00	1	1	S	2588707	                    Streptomyces sp. WAC6273
  0.00	1	1	S	1938841	                    Streptomyces sp. 2323.1
  0.00	1	1	S	2305220	                    Streptomyces sp. W1SF4
  0.00	1	1	S	1661694	                    Streptomyces sp. Tue 6075
  0.00	1	1	S	1109743	                    Streptomyces sp. SCSIO 03032
  0.00	1	1	S	862751	                    Streptomyces sp. SirexAA-E
  0.00	1	1	S	1932	                  Streptomyces tendae
  0.00	1	1	S	47763	                  Streptomyces lydicus
  0.00	1	1	S	67345	                  Streptomyces prasinus
  0.00	1	1	S	67267	                  Streptomyces alboflavus
  0.00	1	1	S	1912	                  Streptomyces hygroscopicus
  0.00	19	0	O	85006	            Micrococcales
  0.00	7	0	F	1268	              Micrococcaceae
  0.00	4	0	G	1868332	                Neomicrococcus
  0.00	4	4	S	556325	                  Neomicrococcus aestuarii
  0.00	2	1	G	1663	                Arthrobacter
  0.00	1	0	G1	235627	                  unclassified Arthrobacter
  0.00	1	1	S	2575374	                    Arthrobacter sp. 24S4-2
  0.00	1	0	G	1160973	                Auritidibacter
  0.00	1	0	G1	2634694	                  unclassified Auritidibacter
  0.00	1	1	S	2170745	                    Auritidibacter sp. NML130574
  0.00	7	0	F	85023	              Microbacteriaceae
  0.00	3	0	G	33882	                Microbacterium
  0.00	1	0	G1	2609290	                  unclassified Microbacterium
  0.00	1	1	S	912630	                    Microbacterium sp. LKL04
  0.00	1	1	S	82380	                  Microbacterium oxydans
  0.00	1	1	S	936337	                  Microbacterium amylolyticum
  0.00	1	0	F1	1655488	                Luna cluster
  0.00	1	1	F2	1655489	                  Luna-1 subcluster
  0.00	1	0	G	518733	                Microterricola
  0.00	1	1	S	412690	                  Microterricola viridarii
  0.00	1	0	G	447237	                Frondihabitans
  0.00	1	0	G1	2626248	                  unclassified Frondihabitans
  0.00	1	1	S	1446794	                    Frondihabitans sp. 762G35
  0.00	1	0	G	1573	                Clavibacter
  0.00	1	0	S	28447	                  Clavibacter michiganensis
  0.00	1	1	S1	33014	                    Clavibacter michiganensis subsp. insidiosus
  0.00	2	0	F	85016	              Cellulomonadaceae
  0.00	2	0	G	1707	                Cellulomonas
  0.00	2	0	G1	2620175	                  unclassified Cellulomonas
  0.00	1	1	S	2566013	                    Cellulomonas sp. Z28
  0.00	1	1	S	2704467	                    Cellulomonas sp. H30R-01
  0.00	1	0	F	85019	              Brevibacteriaceae
  0.00	1	0	G	1696	                Brevibacterium
  0.00	1	1	S	629680	                  Brevibacterium sandarakinum
  0.00	1	0	F	85020	              Dermabacteraceae
  0.00	1	1	G	43668	                Brachybacterium
  0.00	1	0	F	1331736	              Ruaniaceae
  0.00	1	0	G	1331737	                Haloactinobacterium
  0.00	1	0	G1	2624404	                  unclassified Haloactinobacterium
  0.00	1	1	S	2675754	                    Haloactinobacterium sp. HY164
  0.00	9	0	O	85010	            Pseudonocardiales
  0.00	9	1	F	2070	              Pseudonocardiaceae
  0.00	3	0	G	1851	                Saccharomonospora
  0.00	3	0	S	40988	                  Saccharomonospora azurea
  0.00	3	3	S1	882081	                    Saccharomonospora azurea NA-128
  0.00	2	0	G	1813	                Amycolatopsis
  0.00	1	1	S	31958	                  Amycolatopsis orientalis
  0.00	1	0	G1	2618356	                  unclassified Amycolatopsis
  0.00	1	1	S	1911175	                    Amycolatopsis sp. BJA-103
  0.00	1	0	G	1835	                Saccharopolyspora
  0.00	1	0	S	1836	                  Saccharopolyspora erythraea
  0.00	1	1	S1	405948	                    Saccharopolyspora erythraea NRRL 2338
  0.00	1	0	G	43356	                Kutzneria
  0.00	1	0	S	43357	                  Kutzneria albida
  0.00	1	1	S1	1449976	                    Kutzneria albida DSM 43870
  0.00	1	0	G	65496	                Actinoalloteichus
  0.00	1	1	S	340345	                  Actinoalloteichus hymeniacidonis
  0.00	8	0	O	85009	            Propionibacteriales
  0.00	7	0	F	31957	              Propionibacteriaceae
  0.00	5	0	G	1743	                Propionibacterium
  0.00	5	5	S	1744	                  Propionibacterium freudenreichii
  0.00	2	0	G	1912216	                Cutibacterium
  0.00	2	2	S	1747	                  Cutibacterium acnes
  0.00	1	0	F	85015	              Nocardioidaceae
  0.00	1	0	G	182639	                Kribbella
  0.00	1	0	S	182640	                  Kribbella flavida
  0.00	1	1	S1	479435	                    Kribbella flavida DSM 17836
  0.00	5	0	O	85012	            Streptosporangiales
  0.00	2	0	F	2004	              Streptosporangiaceae
  0.00	1	0	G	2000	                Streptosporangium
  0.00	1	0	S	2001	                  Streptosporangium roseum
  0.00	1	1	S1	479432	                    Streptosporangium roseum DSM 43021
  0.00	1	0	G	83681	                Nonomuraea
  0.00	1	0	G1	2593643	                  unclassified Nonomuraea
  0.00	1	1	S	2656914	                    Nonomuraea sp. WYY166
  0.00	2	0	F	2012	              Thermomonosporaceae
  0.00	2	0	G	1988	                Actinomadura
  0.00	1	1	S	1411117	                  Actinomadura amylolytica
  0.00	1	0	G1	2626254	                  unclassified Actinomadura
  0.00	1	1	S	2591108	                    Actinomadura sp. WMMA1423
  0.00	1	0	F	83676	              Nocardiopsaceae
  0.00	1	0	G	104204	                Streptomonospora
  0.00	1	0	G1	2635841	                  unclassified Streptomonospora
  0.00	1	1	S	2498135	                    Streptomonospora sp. M2
  0.00	3	0	O	1643684	            Nakamurellales
  0.00	3	0	F	85031	              Nakamurellaceae
  0.00	3	0	G	53460	                Nakamurella
  0.00	1	0	S	53461	                  Nakamurella multipartita
  0.00	1	1	S1	479431	                    Nakamurella multipartita DSM 44233
  0.00	1	1	S	1090615	                  Nakamurella panacisegetis
  0.00	1	0	G1	2618968	                  unclassified Nakamurella
  0.00	1	1	S	1902245	                    Nakamurella sp. s14-144
  0.00	2	0	O	85004	            Bifidobacteriales
  0.00	2	0	F	31953	              Bifidobacteriaceae
  0.00	2	0	G	1678	                Bifidobacterium
  0.00	1	1	S	35760	                  Bifidobacterium choerinum
  0.00	1	0	S	1694	                  Bifidobacterium pseudolongum
  0.00	1	1	S1	1447715	                    Bifidobacterium pseudolongum PV8-2
  0.00	2	0	O	85008	            Micromonosporales
  0.00	2	0	F	28056	              Micromonosporaceae
  0.00	1	0	G	1865	                Actinoplanes
  0.00	1	0	S	196914	                  Actinoplanes friuliensis
  0.00	1	1	S1	1246995	                    Actinoplanes friuliensis DSM 7358
  0.00	1	0	G	1873	                Micromonospora
  0.00	1	0	G1	2617518	                  unclassified Micromonospora
  0.00	1	1	S	2201999	                    Micromonospora sp. B006
  0.00	2	0	O	85013	            Frankiales
  0.00	1	0	F	74712	              Frankiaceae
  0.00	1	0	G	1854	                Frankia
  0.00	1	1	S	298654	                  Frankia inefficax
  0.00	1	0	O1	1837742	              unclassified Frankiales
  0.00	1	0	O2	1920255	                unclassified Frankiales (miscellaneous)
  0.00	1	1	S	1882833	                  Frankineae bacterium MT45
  0.00	2	0	O	85014	            Glycomycetales
  0.00	2	0	F	85034	              Glycomycetaceae
  0.00	2	0	G	283810	                Stackebrandtia
  0.00	2	0	S	283811	                  Stackebrandtia nassauensis
  0.00	2	2	S1	446470	                    Stackebrandtia nassauensis DSM 44728
  0.00	2	0	O	1643683	            Acidothermales
  0.00	2	0	F	85032	              Acidothermaceae
  0.00	2	0	G	28048	                Acidothermus
  0.00	2	0	S	28049	                  Acidothermus cellulolyticus
  0.00	2	2	S1	351607	                    Acidothermus cellulolyticus 11B
  0.00	1	0	O	2037	            Actinomycetales
  0.00	1	0	F	2049	              Actinomycetaceae
  0.00	1	0	G	1654	                Actinomyces
  0.00	1	0	G1	2609248	                  unclassified Actinomyces
  0.00	1	1	S	2081702	                    Actinomyces sp. oral taxon 897
  0.00	1	0	C	84998	          Coriobacteriia
  0.00	1	0	O	84999	            Coriobacteriales
  0.00	1	0	F	1643824	              Atopobiaceae
  0.00	1	0	G	133925	                Olsenella
  0.00	1	0	G1	2638792	                  unclassified Olsenella
  0.00	1	1	S	712411	                    Olsenella sp. oral taxon 807
  0.00	1	0	P1	1752188	          unclassified Actinobacteria
  0.00	1	1	S	1848755	            Actinobacteria bacterium IMCC26077
  0.00	54	0	P	1239	        Firmicutes
  0.00	54	0	C	91061	          Bacilli
  0.00	40	0	O	1385	            Bacillales
  0.00	39	0	F	90964	              Staphylococcaceae
  0.00	39	8	G	1279	                Staphylococcus
  0.00	27	26	S	1280	                  Staphylococcus aureus
  0.00	1	1	S1	46170	                    Staphylococcus aureus subsp. aureus
  0.00	2	2	S	246432	                  Staphylococcus equorum
  0.00	1	1	S	29382	                  Staphylococcus cohnii
  0.00	1	0	G1	91994	                  unclassified Staphylococcus
  0.00	1	1	S	1912064	                    Staphylococcus sp. MI 10-1553
  0.00	1	0	F	186817	              Bacillaceae
  0.00	1	0	G	1386	                Bacillus
  0.00	1	0	S	1398	                  Bacillus coagulans
  0.00	1	1	S1	345219	                    Bacillus coagulans 36D1
  0.00	14	1	O	186826	            Lactobacillales
  0.00	9	0	F	81852	              Enterococcaceae
  0.00	9	0	G	1350	                Enterococcus
  0.00	9	8	S	1351	                  Enterococcus faecalis
  0.00	1	1	S1	1201292	                    Enterococcus faecalis ATCC 29212
  0.00	3	0	F	33958	              Lactobacillaceae
  0.00	3	0	G	1578	                Lactobacillus
  0.00	1	1	S	1580	                  Lactobacillus brevis
  0.00	1	1	G1	655183	                  Lactobacillus casei group
  0.00	1	1	S	83526	                  Lactobacillus paralimentarius
  0.00	1	0	F	186828	              Carnobacteriaceae
  0.00	1	0	G	2747	                Carnobacterium
  0.00	1	1	S	2751	                  Carnobacterium maltaromaticum
